source;target;count
4619B;8230Z;2
4619B;8299Z;3
4619B;8559A;2
4619B;8559B;1
4619B;9512Z;1
4619B;9602B;1
4621Z;0111Z;2
4621Z;0113Z;2
4621Z;0146Z;1
4621Z;0147Z;1
4621Z;0161Z;4
4621Z;0163Z;1
4621Z;0164Z;1
4621Z;1091Z;1
4621Z;4312A;1
4621Z;4332C;1
4621Z;4611Z;3
4621Z;4619A;1
4621Z;4621Z;4
4621Z;4623Z;1
4621Z;4631Z;1
4621Z;4638B;1
4621Z;4661Z;1
4621Z;4671Z;1
4621Z;4672Z;1
4621Z;4675Z;12
4621Z;4719B;1
4621Z;4730Z;1
4621Z;4776Z;5
4621Z;4799A;1
4621Z;4941B;2
4621Z;5210B;2
4621Z;7490B;2
4621Z;7500Z;1
4621Z;8129A;1
4622Z;0130Z;3
4622Z;1086Z;1
4622Z;1089Z;1
4622Z;4618Z;1
4622Z;4621Z;2
4622Z;4622Z;2
4622Z;4631Z;1
4622Z;4634Z;1
4622Z;4652Z;1
4622Z;4673A;1
4622Z;4675Z;1
4622Z;4776Z;8
4622Z;4789Z;1
4622Z;6820B;1
4622Z;7010Z;1
4622Z;7729Z;1
4623Z;0142Z;1
4623Z;0146Z;1
4623Z;0150Z;1
4623Z;0162Z;1
4623Z;1011Z;1
4623Z;3511Z;1
4623Z;4611Z;4
4623Z;4623Z;4
4623Z;4632A;4
4623Z;4632C;1
4623Z;4636Z;1
4623Z;4776Z;1
4623Z;4941A;1
4623Z;6820A;1
4623Z;6820B;2
4623Z;9609Z;2
4624Z;4641Z;1
4624Z;4759A;1
4624Z;6820B;1
4631Z;0113Z;3
4631Z;0124Z;1
4631Z;0161Z;2
4631Z;0163Z;1
4631Z;1031Z;1
4631Z;1039A;1
4631Z;1039B;2
4631Z;1085Z;1
4631Z;4511Z;1
4631Z;4611Z;1
4631Z;4617B;2
4631Z;4621Z;1
4631Z;4631Z;1
4631Z;4638B;2
4631Z;4639A;1
4631Z;4639B;2
4631Z;4690Z;2
4631Z;4711B;2
4631Z;4711C;1
4631Z;4721Z;8
4631Z;4764Z;1
4631Z;4941A;1
4631Z;5520Z;1
4631Z;5610A;1
4631Z;6420Z;2
4631Z;6820B;2
4631Z;7022Z;2
4631Z;8211Z;1
4632A;1011Z;8
4632A;1012Z;1
4632A;4623Z;1
4632A;4632A;3
4632A;4632B;1
4632A;4632C;1
4632A;4639A;2
4632A;4639B;4
4632A;4722Z;7
4632A;6420Z;2
4632A;6630Z;1
4632B;1011Z;1
4632B;1013A;1
4632B;4617B;1
4632B;4632A;1
4632B;4632C;1
4632B;4638B;1
4632B;4639B;1
4632B;4722Z;4
4632C;1012Z;1
4632C;4623Z;1
4632C;4632A;1
4632C;4632C;4
4632C;4639A;2
4632C;4673A;1
4632C;4690Z;2
4632C;4723Z;1
4632C;4941A;1
4632C;5210A;1
4632C;6820B;1
4633Z;1041A;1
4633Z;1051C;4
4633Z;4617B;2
4633Z;4633Z;1
4633Z;4638B;1
4633Z;4639B;3
4633Z;4690Z;2
4633Z;4729Z;1
4633Z;5210A;1
4633Z;7010Z;2
4633Z;8292Z;1
4634Z;0121Z;8
4634Z;0161Z;2
4634Z;1101Z;8
4634Z;1102A;3
4634Z;1102B;6
4634Z;1103Z;1
4634Z;1104Z;1
4634Z;1105Z;5
4634Z;1107B;1
4634Z;2042Z;1
4634Z;4617A;1
4634Z;4617B;7
4634Z;4621Z;1
4634Z;4622Z;1
4634Z;4632B;1
4634Z;4634Z;16
4634Z;4637Z;1
4634Z;4639B;3
4634Z;4671Z;1
4634Z;4673A;1
4634Z;4690Z;5
4634Z;4711B;1
4634Z;4721Z;1
4634Z;4725Z;29
4634Z;5210B;1
4634Z;5520Z;1
4634Z;5610A;4
4634Z;5621Z;2
4634Z;5630Z;2
4634Z;6201Z;1
4634Z;6630Z;1
4634Z;6820B;2
4634Z;6832A;1
4634Z;7010Z;4
4634Z;7022Z;4
4634Z;7112B;1
4634Z;8211Z;2
4634Z;8292Z;2
4634Z;9001Z;1
4636Z;4639A;1
4636Z;4639B;3
4636Z;4690Z;1
4636Z;6420Z;1
4636Z;7010Z;1
4636Z;8292Z;1
4637Z;1089Z;1
4637Z;4637Z;1
4637Z;4639B;1
4637Z;4711B;1
4637Z;4725Z;1
4637Z;7022Z;1
4638A;0311Z;1
4638A;0321Z;1
4638A;1020Z;4
4638A;2599B;1
4638A;4617B;1
4638A;4623Z;1
4638A;4633Z;1
4638A;4638A;2
4638A;4639A;3
4638A;4639B;1
4638A;4669B;1
4638A;4723Z;4
4638A;4729Z;1
4638A;4781Z;1
4638A;4789Z;1
4638A;5610A;1
4638A;6630Z;1
4638B;1041A;1
4638B;1071A;1
4638B;1084Z;1
4638B;1089Z;2
4638B;1102B;1
4638B;2893Z;1
4638B;3511Z;1
4638B;4519Z;1
4638B;4617A;2
4638B;4619A;1
4638B;4621Z;1
4638B;4631Z;11
4638B;4632A;1
4638B;4633Z;4
4638B;4634Z;3
4638B;4636Z;12
4638B;4637Z;3
4638B;4638A;1
4638B;4638B;11
4638B;4639A;2
4638B;4639B;10
4638B;4645Z;1
4638B;4690Z;3
4638B;4711B;1
4638B;4711C;1
4638B;4711D;1
4638B;4719B;1
4638B;4724Z;1
4638B;4729Z;3
4638B;4776Z;1
4638B;4778C;2
4638B;4781Z;1
4638B;4791B;1
4638B;4941B;1
4638B;5320Z;1
4638B;5610A;1
4638B;5610C;1
4638B;5621Z;3
4638B;5630Z;1
4638B;6630Z;2
4638B;7010Z;1
4638B;8211Z;2
4638B;8292Z;1
4638B;8299Z;1
4639A;4618Z;1
4639A;4631Z;1
4639A;4638A;2
4639A;4638B;1
4639A;4639B;1
4639A;4775Z;1
4639A;6820B;2
4639B;0113Z;1
4639B;1012Z;1
4639B;1013B;1
4639B;1039A;1
4639B;1084Z;1
4639B;3315Z;1
4639B;4511Z;1
4639B;4617A;2
4639B;4617B;6
4639B;4631Z;6
4639B;4632A;3
4639B;4632B;4
4639B;4632C;1
4639B;4633Z;3
4639B;4634Z;5
4639B;4636Z;4
4639B;4637Z;1
4639B;4638A;5
4639B;4638B;10
4639B;4639A;4
4639B;4639B;12
4639B;4642Z;1
4639B;4690Z;3
4639B;4711B;6
4639B;4711C;1
4639B;4711D;1
4639B;4719B;1
4639B;4721Z;1
4639B;4725Z;1
4639B;4729Z;2
4639B;4773Z;1
4639B;4778C;1
4639B;4791B;2
4639B;4799A;1
4639B;4932Z;1
4639B;5210B;1
4639B;5229B;1
4639B;5520Z;1
4639B;5610A;2
4639B;5610C;2
4639B;5621Z;2
4639B;6420Z;1
4639B;6630Z;1
4639B;7010Z;1
4639B;7022Z;2
4641Z;1392Z;3
4641Z;1396Z;1
4641Z;1413Z;1
4641Z;4616Z;4
4641Z;4619B;3
4641Z;4621Z;1
4641Z;4641Z;3
4641Z;4642Z;9
4641Z;4669B;1
4641Z;4690Z;3
4641Z;4751Z;3
4641Z;4764Z;1
4641Z;4771Z;4
4641Z;4782Z;1
4641Z;4791A;1
4641Z;5911A;1
4641Z;6420Z;1
4641Z;6820B;1
4641Z;7022Z;2
4641Z;7430Z;1
4642Z;1071B;1
4642Z;1411Z;1
4642Z;1413Z;3
4642Z;1812Z;1
4642Z;3109B;1
4642Z;4616Z;4
4642Z;4641Z;3
4642Z;4642Z;19
4642Z;4643Z;1
4642Z;4649Z;2
4642Z;4669B;2
4642Z;4690Z;3
4642Z;4719B;7
4642Z;4725Z;1
4642Z;4759A;1
4642Z;4759B;1
4642Z;4764Z;2
4642Z;4771Z;46
4642Z;4772A;7
4642Z;4772B;1
4642Z;4777Z;1
4642Z;4778C;2
4642Z;4782Z;1
4642Z;4789Z;1
4642Z;4791A;1
4642Z;5210B;1
4642Z;5610C;1
4642Z;5621Z;1
4642Z;6420Z;1
4642Z;6810Z;1
4642Z;6820A;1
4642Z;6820B;3
4642Z;7010Z;3
4642Z;7021Z;1
4642Z;7311Z;1
4642Z;7410Z;1
4642Z;8299Z;2
4643Z;2312Z;1
4643Z;2751Z;2
4643Z;3250B;1
4643Z;3320D;1
4643Z;4322A;1
4643Z;4619A;1
4643Z;4643Z;2
4643Z;4649Z;2
4643Z;4652Z;2
4643Z;4669A;1
4643Z;4669B;2
4643Z;4690Z;1
4643Z;4743Z;2
4643Z;4754Z;7
4643Z;4759A;1
4643Z;4799A;1
4643Z;6630Z;1
4643Z;7022Z;1
4643Z;7112B;1
4643Z;7311Z;1
4643Z;9329Z;1
4644Z;2041Z;1
4644Z;4211Z;1
4644Z;4399D;1
4644Z;4520A;1
4644Z;4644Z;1
4644Z;4649Z;1
4644Z;4669C;1
4644Z;4673B;2
4644Z;4676Z;1
4644Z;4759B;2
4644Z;4764Z;1
4644Z;6820B;2
4644Z;7739Z;1
4644Z;8121Z;1
4644Z;9329Z;1
4645Z;1722Z;1
4645Z;2042Z;3
4645Z;3291Z;1
4645Z;4329A;1
4645Z;4618Z;1
4645Z;4619A;1
4645Z;4619B;1
4645Z;4634Z;1
4645Z;4639B;1
4645Z;4644Z;1
4645Z;4645Z;4
4645Z;4646Z;2
4645Z;4649Z;1
4645Z;4675Z;1
4645Z;4690Z;2
4645Z;4729Z;1
4645Z;4775Z;11
4645Z;4778C;1
4645Z;4791B;2
4645Z;4799A;1
4645Z;7112B;1
4645Z;9602A;1
4645Z;9602B;2
4645Z;9609Z;1
4646Z;1086Z;1
4646Z;2042Z;2
4646Z;2110Z;1
4646Z;2120Z;2
4646Z;2825Z;1
4646Z;2899B;1
4646Z;3092Z;1
4646Z;3250A;3
4646Z;3313Z;3
4646Z;4618Z;4
4646Z;4619B;1
4646Z;4639B;1
4646Z;4643Z;1
4646Z;4645Z;2
4646Z;4646Z;1
4646Z;4669A;1
4646Z;4690Z;2
4646Z;4774Z;9
4646Z;4775Z;1
4646Z;4778A;2
4646Z;4789Z;1
4646Z;4791B;1
4646Z;4932Z;1
4646Z;6201Z;2
4646Z;6420Z;1
4646Z;6820B;1
4646Z;7010Z;1
4646Z;7022Z;3
4646Z;7211Z;1
4646Z;7219Z;2
4646Z;7311Z;1
4646Z;7721Z;1
4646Z;7729Z;2
4646Z;7739Z;1
4646Z;8299Z;2
4646Z;8690A;1
4647Z;2740Z;1
4647Z;4332A;2
4647Z;4615Z;4
4647Z;4643Z;1
4647Z;4644Z;1
4647Z;4647Z;3
4647Z;4652Z;1
4647Z;4665Z;1
4647Z;4669A;1
4647Z;4690Z;1
4647Z;4759A;18
4647Z;4759B;1
4647Z;4778C;2
4647Z;4791A;2
4647Z;5610A;1
4647Z;6810Z;1
4647Z;6820B;1
4647Z;7010Z;1
4647Z;7112B;1
4648Z;3212Z;1
4648Z;4634Z;1
4648Z;4649Z;3
4648Z;4690Z;1
4648Z;4777Z;4
4648Z;4791A;1
4649Z;1512Z;2
4649Z;1629Z;1
4649Z;1812Z;6
4649Z;2219Z;1
4649Z;2512Z;1
4649Z;3011Z;1
4649Z;3212Z;1
4649Z;3230Z;1
4649Z;3240Z;2
4649Z;3299Z;2
4649Z;3315Z;3
4649Z;3320D;1
4649Z;4120B;1
4649Z;4332A;2
4649Z;4332B;2
4649Z;4399D;3
4649Z;4511Z;1
4649Z;4531Z;1
4649Z;4540Z;1
4649Z;4614Z;2
4649Z;4618Z;3
4649Z;4619B;3
4649Z;4638B;3
4649Z;4641Z;2
4649Z;4642Z;2
4649Z;4643Z;8
4649Z;4644Z;4
4649Z;4645Z;2
4649Z;4646Z;2
4649Z;4647Z;6
4649Z;4648Z;2
4649Z;4649Z;14
4649Z;4651Z;1
4649Z;4652Z;3
4649Z;4664Z;1
4649Z;4665Z;1
4649Z;4666Z;1
4649Z;4669A;1
4649Z;4669B;7
4649Z;4669C;5
4649Z;4671Z;1
4649Z;4673A;4
4649Z;4673B;2
4649Z;4674A;2
4649Z;4674B;2
4649Z;4676Z;4
4649Z;4690Z;5
4649Z;4719B;2
4649Z;4743Z;1
4649Z;4751Z;1
4649Z;4752A;1
4649Z;4752B;1
4649Z;4759A;4
4649Z;4759B;3
4649Z;4761Z;1
4649Z;4762Z;7
4649Z;4764Z;8
4649Z;4765Z;2
4649Z;4771Z;3
4649Z;4772A;1
4649Z;4775Z;1
4649Z;4776Z;3
4649Z;4778C;13
4649Z;4779Z;3
4649Z;4791A;1
4649Z;4791B;1
4649Z;4932Z;1
4649Z;5610C;3
4649Z;5819Z;1
4649Z;6201Z;1
4649Z;6420Z;2
4649Z;6619B;1
4649Z;6630Z;1
4649Z;6810Z;2
4649Z;6820A;1
4649Z;6820B;5
4649Z;7010Z;1
4649Z;7022Z;4
4649Z;7311Z;2
4649Z;7410Z;2
4649Z;7420Z;1
4649Z;7729Z;2
4649Z;8020Z;1
4649Z;8130Z;1
4649Z;8299Z;2
4649Z;8891A;1
4649Z;9002Z;1
4649Z;9329Z;3
4649Z;9529Z;1
4651Z;3313Z;1
4651Z;3314Z;1
4651Z;4333Z;1
4651Z;4614Z;1
4651Z;4618Z;1
4651Z;4643Z;3
4651Z;4649Z;2
4651Z;4651Z;8
4651Z;4652Z;8
4651Z;4666Z;10
4651Z;4669A;3
4651Z;4669B;1
4651Z;4669C;1
4651Z;4741Z;6
4651Z;5110Z;1
4651Z;5510Z;1
4651Z;5610A;1
4651Z;5829A;1
4651Z;5829B;1
4651Z;5829C;4
4651Z;6190Z;2
4651Z;6201Z;7
4651Z;6202A;9
4651Z;6202B;3
4651Z;6203Z;1
4651Z;6209Z;4
4651Z;6311Z;1
4651Z;6312Z;1
4651Z;6820B;1
4651Z;7010Z;4
4651Z;7022Z;1
4651Z;7112B;2
4651Z;7311Z;3
4651Z;7312Z;1
4651Z;7410Z;2
4651Z;7729Z;1
4651Z;7733Z;3
4651Z;7820Z;1
4651Z;8299Z;2
4651Z;8559A;3
4651Z;9511Z;12
4651Z;9512Z;1
4651Z;9609Z;1
4652Z;2611Z;2
4652Z;2630Z;2
4652Z;2651A;1
4652Z;2651B;2
4652Z;2732Z;1
4652Z;3312Z;1
4652Z;3320D;2
4652Z;3514Z;1
4652Z;4321A;3
4652Z;4322B;1
4652Z;4332B;1
4652Z;4531Z;1
4652Z;4614Z;6
4652Z;4618Z;1
4652Z;4619B;1
4652Z;4643Z;3
4652Z;4646Z;5
4652Z;4651Z;1
4652Z;4652Z;3
4652Z;4669A;13
4652Z;4669B;11
4652Z;4669C;3
4652Z;4690Z;1
4652Z;4741Z;1
4652Z;4742Z;2
4652Z;4754Z;1
4652Z;4759B;1
4652Z;5829C;2
4652Z;6120Z;1
4652Z;6190Z;1
4652Z;6201Z;1
4652Z;6202A;1
4652Z;6209Z;1
4652Z;6820B;2
4652Z;7010Z;1
4652Z;7022Z;3
4652Z;7112B;1
4652Z;7739Z;2
4652Z;8020Z;1
4652Z;8299Z;1
4652Z;9512Z;1
4652Z;9521Z;1
4652Z;9522Z;1
4661Z;0161Z;1
4661Z;2369Z;1
4661Z;2562B;1
4661Z;3312Z;13
4661Z;3832Z;1
4661Z;4321A;1
4661Z;4322B;1
4661Z;4511Z;1
4661Z;4520A;2
4661Z;4531Z;1
4661Z;4611Z;1
4661Z;4639B;1
4661Z;4661Z;2
4661Z;4662Z;1
4661Z;4663Z;4
4661Z;4669B;2
4661Z;4673A;1
4661Z;4719B;1
4661Z;4752A;10
4661Z;4752B;4
4661Z;4776Z;1
4661Z;4778C;1
4661Z;5610A;1
4661Z;6820B;2
4661Z;6832A;1
4661Z;7010Z;3
4661Z;7731Z;1
4661Z;7732Z;1
4661Z;8130Z;1
4661Z;9522Z;2
4662Z;2790Z;1
4662Z;2849Z;1
4662Z;3012Z;1
4662Z;3312Z;2
4662Z;4321A;1
4662Z;4614Z;4
4662Z;4661Z;1
4662Z;4662Z;1
4662Z;4663Z;2
4662Z;4669B;8
4662Z;4674A;1
4662Z;4674B;1
4662Z;6820B;2
4662Z;7735Z;1
4663Z;2361Z;1
4663Z;3320B;2
4663Z;3700Z;1
4663Z;4211Z;1
4663Z;4312A;2
4663Z;4332B;1
4663Z;4511Z;1
4663Z;4520A;1
4663Z;4661Z;2
4663Z;4663Z;4
4663Z;4669A;1
4663Z;4669B;2
4663Z;4673A;2
4663Z;4941A;1
4663Z;6820B;1
4663Z;7010Z;1
4663Z;7732Z;8
4665Z;3101Z;1
4665Z;4332C;1
4665Z;4647Z;1
4665Z;4649Z;1
4665Z;4666Z;3
4665Z;4669A;1
4665Z;4669B;1
4665Z;4690Z;1
4665Z;4762Z;1
4665Z;4778C;1
4665Z;6430Z;1
4665Z;7490A;1
4666Z;3312Z;3
4666Z;3320B;1
4666Z;3320D;1
4666Z;4649Z;4
4666Z;4651Z;1
4666Z;4652Z;1
4666Z;4665Z;5
4666Z;4666Z;4
4666Z;4669A;1
4666Z;4669C;1
4666Z;4741Z;1
4666Z;4742Z;1
4666Z;4762Z;2
4666Z;4778C;1
4666Z;6201Z;1
4666Z;6621Z;1
4666Z;7022Z;1
4666Z;7733Z;4
4666Z;8121Z;1
4666Z;9511Z;5
4669A;2640Z;1
4669A;2740Z;2
4669A;2790Z;1
4669A;3312Z;1
4669A;3314Z;4
4669A;3316Z;1
4669A;3511Z;2
4669A;4321A;6
4669A;4322A;1
4669A;4322B;1
4669A;4329A;2
4669A;4540Z;1
4669A;4614Z;1
4669A;4643Z;1
4669A;4646Z;1
4669A;4647Z;4
4669A;4651Z;1
4669A;4652Z;7
4669A;4669A;4
4669A;4669B;5
4669A;4669C;4
4669A;4743Z;1
4669A;4759B;1
4669A;5829C;1
4669A;5912Z;1
4669A;6820B;2
4669A;7022Z;1
4669B;1061B;1
4669B;2219Z;1
4669B;2229B;1
4669B;2511Z;1
4669B;2562B;2
4669B;2573B;1
4669B;2593Z;1
4669B;2599B;2
4669B;2611Z;1
4669B;2711Z;1
4669B;2733Z;1
4669B;2790Z;1
4669B;2811Z;1
4669B;2812Z;1
4669B;2822Z;2
4669B;2825Z;2
4669B;2829A;2
4669B;2829B;5
4669B;2830Z;1
4669B;2893Z;1
4669B;2896Z;2
4669B;2899B;1
4669B;2920Z;1
4669B;3012Z;1
4669B;3030Z;1
4669B;3299Z;1
4669B;3312Z;17
4669B;3313Z;3
4669B;3314Z;2
4669B;3319Z;3
4669B;3320B;1
4669B;3320D;1
4669B;3600Z;1
4669B;3700Z;1
4669B;3900Z;1
4669B;4221Z;1
4669B;4312A;1
4669B;4321A;5
4669B;4322A;1
4669B;4322B;5
4669B;4329B;1
4669B;4332B;1
4669B;4399B;1
4669B;4399E;1
4669B;4511Z;1
4669B;4520A;2
4669B;4531Z;1
4669B;4614Z;5
4669B;4618Z;1
4669B;4634Z;1
4669B;4638B;1
4669B;4639A;1
4669B;4641Z;1
4669B;4642Z;1
4669B;4643Z;1
4669B;4646Z;2
4669B;4647Z;1
4669B;4649Z;5
4669B;4651Z;1
4669B;4652Z;2
4669B;4661Z;5
4669B;4662Z;1
4669B;4663Z;6
4669B;4666Z;1
4669B;4669A;9
4669B;4669B;21
4669B;4669C;27
4669B;4672Z;1
4669B;4673A;3
4669B;4674A;2
4669B;4674B;2
4669B;4676Z;5
4669B;4752A;1
4669B;4764Z;1
4669B;4771Z;1
4669B;4772B;1
4669B;4778A;1
4669B;4778C;2
4669B;4789Z;1
4669B;4791B;1
4669B;4799B;1
4669B;6202A;1
4669B;6420Z;1
4669B;6630Z;2
4669B;6810Z;1
4669B;6820B;4
4669B;7010Z;3
4669B;7022Z;3
4669B;7112B;8
4669B;7120B;2
4669B;7410Z;1
4669B;7731Z;1
4669B;7732Z;4
4669B;7739Z;6
4669B;7830Z;1
4669B;8010Z;2
4669B;8020Z;3
4669B;8129B;1
4669B;8299Z;2
4669B;8551Z;1
4669B;8553Z;1
4669B;9529Z;1
4669C;1083Z;1
4669C;2751Z;1
4669C;2829B;1
4669C;2899B;1
4669C;3101Z;1
4669C;3312Z;3
4669C;3320B;2
4669C;3320C;1
4669C;3320D;3
4669C;4120A;1
4669C;4322B;2
4669C;4329B;1
4669C;4332A;2
4669C;4332B;1
4669C;4332C;2
4669C;4511Z;1
4669C;4618Z;1
4669C;4619A;3
4669C;4619B;1
4669C;4643Z;1
4669C;4645Z;1
4669C;4646Z;3
4669C;4649Z;2
4669C;4651Z;1
4669C;4652Z;1
4669C;4666Z;1
4669C;4669A;2
4669C;4669B;15
4669C;4669C;8
4669C;4673A;2
4669C;4674A;1
4669C;4690Z;2
4669C;4719B;1
4669C;4759A;1
4669C;4764Z;1
4669C;4775Z;1
4669C;4791B;1
4669C;4799B;2
4669C;5610A;1
4669C;5610C;2
4669C;5630Z;1
4669C;6430Z;1
4669C;6630Z;2
4669C;6810Z;1
4669C;7022Z;1
4669C;7112B;1
4669C;7712Z;1
4669C;7739Z;2
4669C;7912Z;1
4669C;8211Z;1
4669C;8230Z;1
4669C;9329Z;1
4671Z;0220Z;1
4671Z;4322B;2
4671Z;4612B;3
4671Z;4634Z;3
4671Z;4671Z;4
4671Z;4673A;2
4671Z;4675Z;2
4671Z;4730Z;6
4671Z;4778B;9
4671Z;4941B;1
4671Z;6420Z;1
4671Z;6630Z;1
4671Z;7010Z;1
4671Z;7022Z;1
4671Z;8121Z;1
4671Z;8211Z;1
4672Z;2370Z;1
4672Z;2550B;3
4672Z;3101Z;1
4672Z;3811Z;1
4672Z;4612B;4
4672Z;4618Z;2
4672Z;4621Z;1
4672Z;4648Z;2
4672Z;4669B;2
4672Z;4672Z;5
4672Z;4673A;3
4672Z;4674A;1
4672Z;4677Z;1
4672Z;4690Z;1
4672Z;4777Z;1
4672Z;4778C;1
4672Z;6920Z;1
4672Z;7010Z;2
4673A;0220Z;5
4673A;0240Z;1
4673A;0812Z;1
4673A;1071C;1
4673A;1392Z;1
4673A;1610A;3
4673A;1623Z;2
4673A;1624Z;1
4673A;1629Z;1
4673A;2363Z;4
4673A;2364Z;1
4673A;2365Z;1
4673A;2369Z;1
4673A;2370Z;2
4673A;2399Z;1
4673A;2511Z;3
4673A;2561Z;1
4673A;2790Z;1
4673A;3320D;1
4673A;3511Z;1
4673A;3832Z;1
4673A;4120A;2
4673A;4322B;1
4673A;4329A;2
4673A;4329B;1
4673A;4332A;15
4673A;4332B;5
4673A;4333Z;3
4673A;4334Z;1
4673A;4339Z;1
4673A;4391A;1
4673A;4399C;3
4673A;4399D;2
4673A;4399E;1
4673A;4511Z;2
4673A;4531Z;1
4673A;4540Z;1
4673A;4613Z;3
4673A;4618Z;2
4673A;4619B;1
4673A;4634Z;1
4673A;4663Z;3
4673A;4669B;2
4673A;4671Z;1
4673A;4672Z;3
4673A;4673A;20
4673A;4673B;9
4673A;4674A;6
4673A;4674B;1
4673A;4675Z;3
4673A;4676Z;1
4673A;4690Z;2
4673A;4752A;8
4673A;4752B;1
4673A;4753Z;3
4673A;4941A;1
4673A;4941B;4
4673A;5210B;1
4673A;5229B;1
4673A;6420Z;3
4673A;6492Z;1
4673A;6810Z;1
4673A;6820B;5
4673A;6831Z;1
4673A;7010Z;5
4673A;7021Z;1
4673A;7022Z;1
4673A;7111Z;1
4673A;7112B;1
4673A;7120B;1
4673A;7410Z;1
4673A;7490A;1
4673A;7490B;2
4673A;7732Z;2
4673A;8559B;1
4673A;9524Z;1
4673A;9603Z;1
4673B;2370Z;1
4673B;4332B;1
4673B;4333Z;1
4673B;4334Z;1
4673B;4399C;1
4673B;4399D;3
4673B;4520A;1
4673B;4613Z;2
4673B;4619A;1
4673B;4644Z;2
4673B;4647Z;1
4673B;4669B;1
4673B;4673A;4
4673B;4673B;3
4673B;4674A;1
4673B;4674B;3
4673B;4752A;1
4673B;4752B;1
4673B;4753Z;2
4673B;4759A;1
4673B;4791A;1
4673B;6420Z;1
4673B;6820B;2
4673B;7010Z;2
4673B;7410Z;1
4673B;8299Z;2
4674A;2443Z;1
4674A;4651Z;1
4674A;4669B;2
4674A;4672Z;2
4674A;4673A;2
4674A;4674A;2
4674A;4674B;1
4674A;4690Z;1
4674A;4752A;3
4674A;4752B;1
4674A;6820A;1
4674A;7111Z;1
4674A;8299Z;1
4674B;3320B;1
4674B;4221Z;1
4674B;4322A;2
4674B;4322B;8
4674B;4329A;2
4674B;4618Z;1
4674B;4619B;1
4674B;4649Z;1
4674B;4652Z;1
4674B;4669B;3
4674B;4669C;2
4674B;4673B;1
4674B;4674A;1
4674B;4674B;2
4674B;4690Z;1
4674B;4752A;1
4674B;4754Z;1
4674B;4759B;1
4674B;6420Z;1
4674B;6820B;2
4674B;7112B;1
4674B;8211Z;1
4675Z;0119Z;1
4675Z;1089Z;1
4675Z;2012Z;1
4675Z;2013B;1
4675Z;2015Z;3
4675Z;2041Z;2
4675Z;2042Z;1
4675Z;2052Z;1
4675Z;2059Z;3
4675Z;2561Z;1
4675Z;4612B;3
4675Z;4614Z;1
4675Z;4618Z;1
4675Z;4621Z;6
4675Z;4638B;1
4675Z;4646Z;1
4675Z;4661Z;1
4675Z;4669B;2
4675Z;4669C;1
4675Z;4673A;2
4675Z;4675Z;7
4675Z;4676Z;6
4675Z;4775Z;1
4675Z;4776Z;4
4675Z;4791B;1
4675Z;5210B;1
4675Z;5229B;1
4675Z;6820B;2
4675Z;7010Z;1
4675Z;7219Z;1
4675Z;7830Z;1
4675Z;8130Z;1
4675Z;9001Z;1
4676Z;1391Z;1
4676Z;1721B;1
4676Z;1729Z;2
4676Z;2016Z;1
4676Z;2219Z;1
4676Z;2312Z;2
4676Z;2592Z;1
4676Z;4334Z;1
4676Z;4612B;1
4676Z;4624Z;1
4676Z;4637Z;1
4676Z;4639B;1
4676Z;4649Z;2
4676Z;4669A;1
4676Z;4669B;1
4676Z;4669C;2
4676Z;4671Z;1
4676Z;4672Z;1
4676Z;4673A;2
4676Z;4674A;2
4676Z;4675Z;2
4676Z;4676Z;3
4676Z;4690Z;2
4676Z;4778C;1
4676Z;4791B;1
4676Z;4941B;1
4676Z;6810Z;1
4676Z;7022Z;1
4676Z;7410Z;1
4676Z;8129A;1
4676Z;8292Z;1
4676Z;9604Z;1
4677Z;1624Z;1
4677Z;2016Z;1
4677Z;2420Z;1
4677Z;3831Z;2
4677Z;3832Z;1
4677Z;4511Z;2
4677Z;4651Z;1
4677Z;4669B;1
4677Z;4672Z;1
4677Z;4675Z;1
4677Z;4677Z;1
4677Z;8299Z;1
4690Z;0129Z;1
4690Z;1071C;1
4690Z;1089Z;1
4690Z;1520Z;2
4690Z;1624Z;1
4690Z;2030Z;1
4690Z;2219Z;1
4690Z;2511Z;1
4690Z;2790Z;1
4690Z;2899B;1
4690Z;2920Z;1
4690Z;3091Z;1
4690Z;3092Z;1
4690Z;3316Z;1
4690Z;3320A;1
4690Z;3320B;2
4690Z;3511Z;1
4690Z;3811Z;1
4690Z;4211Z;1
4690Z;4321A;1
4690Z;4322B;2
4690Z;4329A;1
4690Z;4329B;1
4690Z;4332A;2
4690Z;4334Z;1
4690Z;4511Z;3
4690Z;4519Z;2
4690Z;4520A;2
4690Z;4531Z;3
4690Z;4532Z;1
4690Z;4611Z;1
4690Z;4614Z;2
4690Z;4616Z;1
4690Z;4617B;1
4690Z;4618Z;4
4690Z;4619B;7
4690Z;4631Z;5
4690Z;4632A;2
4690Z;4633Z;1
4690Z;4634Z;10
4690Z;4637Z;1
4690Z;4638A;1
4690Z;4638B;4
4690Z;4639A;2
4690Z;4639B;10
4690Z;4641Z;2
4690Z;4643Z;2
4690Z;4644Z;1
4690Z;4645Z;2
4690Z;4647Z;2
4690Z;4649Z;19
4690Z;4652Z;2
4690Z;4661Z;4
4690Z;4663Z;1
4690Z;4665Z;1
4690Z;4666Z;1
4690Z;4669A;3
4690Z;4669B;16
4690Z;4669C;20
4690Z;4672Z;1
4690Z;4673A;4
4690Z;4673B;1
4690Z;4674A;1
4690Z;4675Z;1
4690Z;4676Z;3
4690Z;4690Z;32
